dataset,run_id,loss,seed,threshold_convention,threshold,threshold_mean,threshold_min,threshold_max,n_images,tp_global_count,fp_global_count,fn_global_count,f1_global,iou_global,precision_global,recall_global,f1_per_image_mean,iou_per_image_mean,precision_per_image_mean,recall_per_image_mean,case_A_both_empty,case_B_gt_empty_pred_nonempty,case_C_gt_nonempty_pred_empty,case_D_both_nonempty,ods_selected_f1_global
DeepCrack,bce_dice_seed0,bce_dice,0,fixed_0.5,0.5,0.5,0.5,0.5,237,1637435,140047,504828,0.8354803692587145,0.7174463591711906,0.9212104538892658,0.7643482616280074,0.8211849692400317,0.7134543655289202,0.9010478624811257,0.7874103630922407,0,0,0,237,
DeepCrack,bce_dice_seed0,bce_dice,0,val_selected,0.52,0.5199999999999999,0.52,0.52,237,1631852,137085,510411,0.8344508079361833,0.7159292920607121,0.9225043062585044,0.7617421390370837,0.8202919910173135,0.7122737810790839,0.9025226991880823,0.7848202286960021,0,0,0,237,
DeepCrack,bce_dice_seed0,bce_dice,0,ODS_test_oracle,0.08,0.08,0.08,0.08,237,1791128,275443,351135,0.8511278895770182,0.7408378024457896,0.8667149592247254,0.8360915536514424,0.8296492198944893,0.7237732192343164,0.8406531070387551,0.8567887189702138,0,0,0,237,0.8511278895770182
DeepCrack,bce_dice_seed0,bce_dice,0,OIS_test_oracle,,0.30957805907172997,0.01,0.99,237,1819379,182251,322884,0.8781013409371333,0.7826922100705782,0.9089487068039548,0.8492790100935319,0.8611110479024366,0.7670376262913104,0.8884689637943579,0.8436599018957911,0,0,0,237,
DeepCrack,focal_tversky_seed0,focal_tversky,0,fixed_0.5,0.5,0.5,0.5,0.5,237,1927968,487164,214295,0.8460833436645276,0.733227429398116,0.7982868017151857,0.8999679311083653,0.8290721151284629,0.7245121869951953,0.8057578919248939,0.8940025222174145,0,0,0,237,
DeepCrack,focal_tversky_seed0,focal_tversky,0,val_selected,0.99,0.99,0.99,0.99,237,1751673,219784,390590,0.8516248067442607,0.7415910860368147,0.888516969936448,0.8176741137759462,0.8227144180258591,0.716676190666541,0.8796675146621411,0.8088960335006199,0,0,0,237,
DeepCrack,focal_tversky_seed0,focal_tversky,0,ODS_test_oracle,0.88,0.8800000000000002,0.88,0.88,237,1866072,327525,276191,0.8607621094777045,0.7555595864908243,0.850690441316249,0.871075120094965,0.8329883445048833,0.7298729566786925,0.8399755814564551,0.8632222079942066,0,0,0,237,0.8607621094777045
DeepCrack,focal_tversky_seed0,focal_tversky,0,OIS_test_oracle,,0.650675105485232,0.01,0.99,237,1930824,309083,211439,0.8812182092433657,0.7876586985272581,0.8620107888407867,0.9013011007518684,0.858373893794073,0.7643623910870488,0.8438274483855401,0.8887218025752424,0,0,0,237,
DeepCrack,dice_boundary_seed0,dice_boundary,0,fixed_0.5,0.5,0.5,0.5,0.5,237,1621226,128513,521037,0.8331064578075756,0.7139524109819727,0.9265530459114187,0.7567819637458146,0.8138314721119718,0.7075343831146848,0.9068518099563675,0.7741815896110549,0,0,0,237,
DeepCrack,dice_boundary_seed0,dice_boundary,0,val_selected,0.5,0.5,0.5,0.5,237,1621226,128513,521037,0.8331064578075756,0.7139524109819727,0.9265530459114187,0.7567819637458146,0.8138314721119718,0.7075343831146848,0.9068518099563675,0.7741815896110549,0,0,0,237,
DeepCrack,dice_boundary_seed0,dice_boundary,0,ODS_test_oracle,0.09,0.09,0.09,0.09,237,1731920,234017,410343,0.8431527189523392,0.7288366690794014,0.880964140763412,0.8084534905378098,0.8201000744335858,0.7140188207106034,0.8540690993662934,0.8293476867092453,0,0,0,237,0.8431527189523392
DeepCrack,dice_boundary_seed0,dice_boundary,0,OIS_test_oracle,,0.31025316455696206,0.01,0.99,237,1785793,204566,356470,0.8642421203778134,0.7609386964282442,0.8972215565131717,0.8336011964917472,0.8481931372673935,0.7520263823989235,0.8774503816778106,0.8334585884486965,0,0,0,237,
DeepCrack,dice_cldice_seed0,dice_cldice,0,fixed_0.5,0.5,0.5,0.5,0.5,237,1968658,1046418,173605,0.763439440378071,0.6173894472353929,0.6529381017261257,0.918961864159536,0.717212359541484,0.5758162546062728,0.6154640355576041,0.9142956667396699,0,0,1,236,
DeepCrack,dice_cldice_seed0,dice_cldice,0,val_selected,0.99,0.99,0.99,0.99,237,1655832,347017,486431,0.7989323328296075,0.6651851137678365,0.826738311275588,0.772935909363136,0.769607959075135,0.6419343686893744,0.8049009752546908,0.77909860180019,0,0,1,236,
DeepCrack,dice_cldice_seed0,dice_cldice,0,ODS_test_oracle,0.94,0.9399999999999996,0.94,0.94,237,1786801,495819,355462,0.8076150262052126,0.677310637046157,0.7827851328736277,0.8340717269541602,0.7723360014321154,0.6453706978524262,0.7545293132519219,0.8356362847063854,0,0,1,236,0.8076150262052126
DeepCrack,dice_cldice_seed0,dice_cldice,0,OIS_test_oracle,,0.868818565400844,0.42,0.99,237,1863467,696112,278796,0.7926540279320318,0.6565260051966354,0.7280365247566104,0.8698591162709713,0.7972217375767328,0.6760603254277257,0.7620690013976429,0.8560076576242277,0,0,0,237,
